OriginalTweet,Attitude,Emotion,Link
"b'Russia and Ukraine swapped 100 POWs today (50 from each side). Ukraine released photos of the exchanged personnel, including five women. Russian side, however, is reluctant to release the pics, as reports suggest their swapped POWs are in bad shape with visible signs of torture. https://t.co/FJVn7SacyV'",0,0,https://t.co/FJVn7SacyV
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus If you think that\xe2\x80\x99s egregious let me tell you about a place called #Afghanistan',0,1,#VALUE!
b'@IAPonomarenko "I went to Ukraine and all I got was this lousy T-Shirt" \nCould be a commercial hit in Russia.',1,1,#VALUE!
"b'@tlitb Geopolitics 101: ""After Russia\xe2\x80\x99s ill-advised invasion of Ukraine, it now appears that the invisible war over global financial resources and control is intensifying. The fuse has been lit and events are taking over.""  https://t.co/OsasjShtxH'",1,0,https://t.co/OsasjShtxH
b'Peace negotiations advanced enough to allow direct meeting between Putin and Zelenskyy: Interfax https://t.co/zSnvU1tiWc',0,0,https://t.co/zSnvU1tiWc
b'Russia shoots down a Turkish attack drone UAV Bayraktar TB-2 of the Ukrainian Air Force.\n#Kherson region #Ukraine.\nIt is the second time evidence of the shooting down of a Turkish Ukrainian Bayraktar TB-2 drone has been seen. https://t.co/xXU37UDSmn',1,0,https://t.co/xXU37UDSmn
b"@POTUS Ukrainian presidential adviser calls for heavier weaponry as Russia shifts military focus (CNN)\n\nPutin's Criminal War is at a critical juncture that could result in the REMOVAL of Putin! \nThe US &amp; NATO MUST give Ukraine EVERYTHING it needs to CRUSH Russia!!! https://t.co/3mW9KJwaiY",1,1,https://t.co/3mW9KJwaiY
"b'SO FAR RUSSIA HAS BEEN LUCKY, \n\nBUT THERE IS THE DANGER THAT A SUICIDE BOMBER WITH UKRAINE SYMPATHY.... \n\nCAN CREATE CHAOS SOMEWHERE IN A HISTORICAL PLACE IN RUSSIA!!!\n\nSO BE VIGILANT!!! https://t.co/GhXYKEGZUO'",1,1,https://t.co/GhXYKEGZUO
"b'@McFaul This is terrorism. Russia is no different than ISIS. Ukraine should extradite all Russian captured troops to US custody, since they are not technically POWs b/c Russian leadership refuses to call this invasion a \xe2\x80\x9cWar\xe2\x80\x9d, meaning the Russian troops are technically terrorists.'",1,1,#VALUE!
b'@Biz_Ukraine_Mag Russia must pay for clean up the mess!\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1',1,1,#VALUE!
"b'Orban has supported EU sanctions against Russia and welcomed a substantial number of Ukrainian refugees, some of them ethnic Hungarians. But he has also declared his country \xe2\x80\x9cneutral\xe2\x80\x9d in the fight, refused to send weapons to Ukraine, 1/2 https://t.co/J9C7szMaPQ'",1,0,https://t.co/J9C7szMaPQ
b"q President Volodymyr Zelensky's government were provided u.Presidentr defence support from US priv\xe2\x80\xa6 https://t.co/hal4TqlzSO @MailOnline",0,0,https://t.co/hal4TqlzSO @MailOnline
"b""@tim_weber @JoeJSaltarelli @GerardAraud Well, if the Ukrainians actually win in conventional terms, then that's fantastic. But if they can't come out of this without Russia wrecking the place entirely, or annexing significant swaths of their land, then it's time for Ukraine to cut its losses.""",0,0,#VALUE!
"b'@War_Mapper LMAO people celebrating Ukraine ""recapturing"" areas that Russia has no interest in and is just withdrawing from is like a frog celebrating because the bath is now warm. But then it keeps getting warmer, and finally the frog realises it was a cooking pot, not a bath.'",0,0,#VALUE!
"b'Andy Vermaut shares:Ukraine Says Regained Control Of ""Whole Kyiv Region"": Ukraine has regained control of ""the whole Kyiv region"" after invading Russian forces retreated from some key towns near the Ukrainian capital, deputy defence minister\xe2\x80\xa6 https://t.co/DGiV1jZs3X Thank you. https://t.co/JdSmPVRuO1'",0,0,https://t.co/DGiV1jZs3X Thank you. https://t.co/JdSmPVRuO1
"b'#Business #business Ukraine Has Retaken Control Of Greater Kyiv Area, Ukrainian Deputy Defense Minister Says: Experts say Russia is now focused on taking control of eastern Ukraine after Russia\xe2\x80\x99s initial plan to capture Kyiv and other major Ukrainian\xe2\x80\xa6 https://t.co/CDmvUAOyPD'",0,0,https://t.co/CDmvUAOyPD
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus At this rate russia won\xe2\x80\x99t have a military my the end of the year! You can threaten Nukes but after seeing how bad your military is I doubt they even work.',1,1,#VALUE!
"b""@smarl84 @AgaMagaPl @spectatorindex Afghanistan and Vietnam were also 'Tiny', yet the US lost war against them... If you don't know that war is not about who's big and who's tiny, then you need to learn a lot. By the way, Russia is winning and Ukraine is losing.""",0,0,#VALUE!
b'"It doesn\'t finish. there is no finish to war... War is not won by victory... One side must stop fighting. Why don\'t we stop fighting?" \n- A Farewell To Arms by Ernest Hemingway \nNow we should ask why Russia\xe2\x80\x99s military don\'t stop fighting?\n#RussiaUkraineConflict #Ukraine #ARMY',0,0,#VALUE!
b'@MarkHertling The drones seem to be a good investment.\n\nRussia is lucky the Switchblades have a limited range I can image Ukraine sending a swarm towards Moscow.',1,0,#VALUE!
b'@armscontrol_rus @SRBinRussia @MSBosnia @NATOpoRusski @EU_NonProlif @euunvie @EUOSCE @CroatiaInEU @AmbRusME @UN_Montenegro @AmbrusSlo What Russia is doing now in Ukraine resembles  Nanjing Massacre in 1937. Russian forces are ceaselessly murdering civilians and raping women and girls. Such fascist country must be expelled from international arms control talks.',1,1,#VALUE!
"b'@Jim_Jordan That son\'s money-making from Russia, China, Ukraine,  untold other countries have paid the Biden Clan\'s bills for years. Joe was always the ""poorest"" senator until he became VP in 2008. Hunter monetized the Biden name for access to American political power. Joe\'s wealth exploded.'",0,0,#VALUE!
b'Ukraine says its forces have stopped Russia\xe2\x80\x99s advances on\xc2\xa0Kyiv https://t.co/UMYgAPTyuB',0,0,https://t.co/UMYgAPTyuB
b'@mfa_russia @TokayevKZ @Rfembkazakhstan @KremlinRussia_E @MFA_KZ @Kazakhstan @AkordaPress @primeministerkz @KazBrussels @KazEmbassyIndia @kazembassyEst Out of desperation? Putin is in trouble for invading a neighboring country. He needs to remove Russian military from Ukraine immediately. Every world leader must tell him to do that. And then Putin must turn himself in to The Hague for war crimes.',1,1,#VALUE!
b'@RussianEmbassy @mfa_russia @RusembUkraine @RusEmbUSA @RusMission_EU @BBCWorld @SkyNews @ftworldnews @guardianworld @TelegraphWorld @spectator Lavrov admits that Putin\xe2\x80\x99s Russia started a war (special operation) in order to prevent a war. What a clown trying to rationalize the horrific Russian invasion of Ukraine to kill civilians with terror bombs in order to steal Ukrainian land for empire building. https://t.co/znnHTYZh39',0,0,https://t.co/znnHTYZh39
b"@POTUS Ukrainian presidential adviser calls for heavier weaponry as Russia shifts military focus (CNN)\n\nPutin's Criminal War is at a critical juncture that could result in the REMOVAL of Putin! \nThe US &amp; NATO MUST give Ukraine EVERYTHING it needs to CRUSH Russia!!! https://t.co/GEvharrB9B",1,1,https://t.co/GEvharrB9B
"b'@NeoFromDMatrix1 Putin is a traitor to the world, invades country that fights for their lives to keep Russia out. Anyone who supports putin is a hater of peace. Ukraine wants its own country and not be bullied by communist'",1,0,#VALUE!
b'@AUCHAN_France stop \xf0\x9f\x9b\x91 sponsoring Russia! I do not understand what kind of humanity you can talk about! you sponsor the murders of children in ukraine! shame on you @AUCHAN_France https://t.co/3O1jeW7sdX',1,1,https://t.co/3O1jeW7sdX
"b""@will05767854 @timburchett @MarshaBlackburn Withholding aid because you want the receiving country to lie to help your campaign is wrong. Remember, the country Trump tried to extort was Ukraine, facing aggression from Russia that's now turned into war.""",0,1,#VALUE!
b'@nytimes ITS WRONG \nthe main target is to make sure that Ukraine never ever will join Nato.  So that objective was ACOMPLISHED \n\nNow russia will add more territory to  russian country in order to compensate their loss  in the war.',0,0,#VALUE!
"b'@SenSasse Thank you so much! Indeed, \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 still needs as a priority fighter jets &amp; long-range SAMs! Please promote &amp; push this agenda on the US level. Ukraine is making great progress in the war and can defeat russia, just help us with the heavy arms.'",1,0,#VALUE!
b"Ukraine\nI'm against war. War has no winners. But the horrors and all the executions of civilians cannot continue. Russia must be stopped and held accountable. NATO must intervene. Putin- the girl and the sexless- dare not use A-weapons. Then Russia no longer exists ..\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0\xf0\x9f\x92\x82",0,0,#VALUE!
b'@armscontrol_rus @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Nobody in their right mind cares what the pariah state called russia aka an old rabbit has to say.',1,1,#VALUE!
"b""@MarkAmesExiled They've done 1 and 2, now all that is left is 3 for the first phase of the war to be done.\n\nOf course, Russia's taken heavy casualties, but so has Ukraine.""",0,0,#VALUE!
b'who won ? \nrussia ---- ukraine\n\n#RussiaUkraineWar',0,0,#VALUE!
b'@GerardAraud To continue pursuing it was antagonising and stupid. Sheer vanity and our own pride to not let the Russians feel they could veto any new members joining. Well - there was a path but one no one was considering. Offer both Russia and Ukraine NATO membership concurrently.',1,0,#VALUE!
"b'@otmarianna @PapkeGerhard Tomorrow it\xe2\x80\x99s time for Hungarian citizens to make a choice. To understand that russia is no one\xe2\x80\x99s friend. Ukraine is holding back the aggressor from invading Europe, including Hungary. Based on surveys 86,6% of russians support invasion to other territories.'",0,0,#VALUE!
b"@POTUS \nUkrainian presidential adviser calls for heavier weaponry as Russia shifts military focus (CNN)\n\nPutin's Criminal War is at a critical juncture that could result in the REMOVAL of Putin! \nThe US &amp; NATO MUST give Ukraine EVERYTHING it needs to CRUSH Russia!!! https://t.co/KGzzuImBc9",1,1,https://t.co/KGzzuImBc9
"b'On May 1, 1992 Rodney King, who had been brutally beaten by the police asked the question, \xe2\x80\x9ccan\xe2\x80\x99t we all get along?\xe2\x80\x9d Today I echo that question as it reverberates from America to Ukraine, Russia, Sudan, Haiti, Uganda, Yemen, Israel, France, England, Ethiopia, Kenya and China.\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf'",1,0,#VALUE!
"b'@JackPosobiec Before the Ukraine Douchebaggery I was expecting the Arctic Wars, perhaps postpone for a later time. \n\nhttps://t.co/N41s5fSW80'",0,0,https://t.co/N41s5fSW80
b'Russia is losing so much equipment in Ukraine that weapons monitors can\xe2\x80\x99t keep up https://t.co/fa1rWBub9e',0,0,https://t.co/fa1rWBub9e
"b'@chrisnye22 @RALee85 You are aware at this point there is most likely more people in the Ukrainian Army than what Russia can send yes?? with more sophisticated weapons than Russia yes?? Ukraine was 44M people,Russia sent in 190K troops,plus there 1000s of foreign volunteers fighting for Ukraine'",1,1,#VALUE!
b'@noe_enklere @denial_jean @tuumapomm @SamRamani2 West will help Ukraine to war up to last solder but not to win. It\xe2\x80\x99s good way for west to make Russia less powerful. But direct war will not be started near years yet. A lot must be done at Russia and West side for that. And don\xe2\x80\x99t forget China with Twain etc',0,0,#VALUE!
b'@elonmusk Help me detach our name from the U.S to avoid a nuclear war and help me drive the forces of Russia from @Ukraine \nWe will then install a borderized wall of protection as part of Operation Elohim.\n@Pontifex \nAll I can ask is for you to help me defend the innocent.',1,0,#VALUE!
b"@OlenaTverda @lapatina_ @rogertansey Let's pretend the RF hasn't been doing unconscionable things for 6 years in Ukraine.  I simply don't understand her naivety.  \n\nWar is hell.  The worst atrocities humans can fathom to commit happen during war and conflicts.  The same hell over and over.\n\nhttps://t.co/bjHCBLb2d4",0,1,https://t.co/bjHCBLb2d4
b"@anders_aslund That's for sure. If Ukraine could do so much with such fewer weapons then they will be gaining higher grounds in the battle against Russia if they're provided with enough of what it takes to fight this war",0,0,#VALUE!
b'Putin is making the same mistakes that doomed Hitler when he invaded the Soviet Union\n#Ukraine #UkraineRussiaWar #UkraineWar #war #UkraineUnderAttack  #UkraineRussia #Russia #Ukrainian  #Russian #Kyiv @Ukraine \nhttps://t.co/QonBUQSeqC',1,1,https://t.co/QonBUQSeqC
"b'@ConspiracyBull1 The only surprise is the fact that Ukraine is performing well against Russia\xe2\x80\x99s invasion. Granted the Russian military had never been \xe2\x80\x9cgreat\xe2\x80\x9d, but the sheer strength compared to Ukraine\xe2\x80\x99s would have assume it would be holding a lot more territory now.'",1,0,#VALUE!
b'The #Ukraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #Russia war proved in a practical way the outmost need for #Bitcoin \n\n#BitcoinTrade \n#cryptocurrency \n#blog #blockchain \n#MoneyTalk #moneygame',0,0,#VALUE!
b'@twitnewsaccount Ukraine territorial wise is a big incentive for the west. It means they have Russia real nervous. Just the same way like the US went crazy when Cuba sided with Russia. Its geo politics. And you cannot trust media sources that are funded by the same people trying to destabilise',0,0,#VALUE!
"b'No. I didn\xe2\x80\x99t miss the point. I was stating facts : no plan to deploy missiles, no steps towards NATO membership. They are facts Russia was pretty aware of. NATO is a mere pretext. To Putin, Ukraine is not a legitimate country. He said so and wrote it. https://t.co/wxrKvaQXgQ'",1,0,https://t.co/wxrKvaQXgQ
"b""@Katvis100 @spriter99880 Russia will border Moldova with the new territories ceased from Ukraine &amp; there ain't shit anyone can do about it. Not even the US. They will simply say, they won't recognize the new borders &amp; watch from distance \xf0\x9f\x98\x82\xf0\x9f\x92\x80""",0,0,#VALUE!
"b'In Syria, Russia leads effort to recruit fighters for Ukraine | Russia-Ukraine war News | Al Jazeera https://t.co/FSRkWN9mXn'",0,0,https://t.co/FSRkWN9mXn
"b'If the new negotiations between the Ukraine and and Russia happens again the Russia and other third parties will convince the Ukraine not to fight and try to stop the war, but the Russia still building up the troops for the big new fight'",0,0,#VALUE!
b"@sumlenny Ukraine\nI'm against war. War has no winners. But the horrors and all the executions of civilians cannot continue. Russia must be stopped and held accountable. NATO must intervene. Putin- the girl and the sexless- dare not use A-weapons. Then Russia no longer exists ..\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0\xf0\x9f\x92\x82",0,0,#VALUE!
"b'Maybe there is no natural liberal world order, but there are liberal societies, open and free countries that offer a better chance for people to live useful lives than closed dictatorships do @anneapplebaum  https://t.co/bsqS5uyuGv'",0,0,https://t.co/bsqS5uyuGv
"b'Ukrainian troops moved to retake territory north of the country\xe2\x80\x99s capital on Saturday, using cables to pull the bodies of civilians off the streets out of fear that Russian forces might have booby-trapped them before leaving. Latest from @nebiqena https://t.co/98WZX4fu3r'",1,0,https://t.co/98WZX4fu3r
"b'@Kevin_I_Mitton @mhmck But Russia claims that it has not invaded Ukraine, there is no war, only a small special military operation....'",1,0,#VALUE!
b"@GerardAraud That is exactly why I am questioning the reason for all the activity in Ukraine since the 1990s. Haven't you seen what the US Senators said in 2017? Everyone knows the sensitivities. Russia is no longer the USSR. It cannot become something else anymore. Reduced to essence.",0,0,#VALUE!
"b""@olex_scherba Ukraine doesn't need to produce propaganda about Russia. All they have to do is post clips of opinions from Russian TV, social media, academia and streets. Any visas for Russians to the EU should require community service in Ukraine: rebuilding cities and social services.""",1,0,#VALUE!
"b'cw russia, ukraine, genocide\n\nChrist https://t.co/ql59mrbB82'",1,1,https://t.co/ql59mrbB82
b'ASG member Gen. David Petraeus joined @wolfblitzer on the @CNNSitRoom to discuss Russia\xe2\x80\x99s changing focus to the south of Ukraine amidst staunch resistance. Listen to his interview here: https://t.co/7AbcX3TGEp',1,0,https://t.co/7AbcX3TGEp
"b'Ukraine, Colombia agree on joint economic and defense projects after war #Ukraine #Russia \n\nhttps://t.co/0gOsSiEXjz'",0,0,https://t.co/0gOsSiEXjz
b'@dkaleniuk It makes me sick we are not doing more to stop Russia. Every passing  day we will here more and more stories like this. Cut the gas and oil from Russia and give Ukraine the weapons it needs to push Russians back. There is already enough blood in our hands for just standing by.',1,1,#VALUE!
b'An Ukrainian TB2 Bayraktar drone shot down by Russian forces. #Ukraine #Russia https://t.co/h75xANNWTi',0,0,https://t.co/h75xANNWTi
"b""@Kanetimothy @RJAlvarez @KofmanMichael That'd be a beautiful thing. Esp. if Crimea is left untouched -- and totally cut off from the mainland.\n\nAlso, if things go really badly for Russia with sanctions etc, Crimean will recall how good they had it in Ukraine right damn quick. Love rekindled!""",0,1,#VALUE!
"b""@tradunski @NavinaHeyden No, it's made, funded, hyped, and supported by NATO.  China is 5000 miles away and is friendly to both Russia and Ukraine.""",1,0,#VALUE!
"b'@ZelenskyyUa @BorisJohnson You should also give a parliamentary speech at ""India, Pakistan, Saudi Arabia, UAE""\n\nIndia is increasing oil imports from Russia even after Russia\'s invasion of Ukraine\n\n You should ask, ""Don\'t import oil from Russia."" You should ask, ""Please increase oil production.'",1,0,#VALUE!
"b""@adagamov Irish Foreign Minister Simon Coveney tells Andrew Marr the EU (with Italy) has agreed to 'effectively double' it's military assistance to Ukraine, with a 'fifth round' of sanctions against Russia incoming.\n\n@AndrewMarr9 | @simoncoveney https://t.co/jX7BlnjYk8""",0,0,https://t.co/jX7BlnjYk8
"b'So, Russian media gonna call this a *Special Military Withdrawal*? https://t.co/E4lXj4NKph'",1,1,https://t.co/E4lXj4NKph
"b""@Femi_Sorry Yep, it has nothing to do with the pandemic or russia invading Ukraine, we know this because we're the only country in the world suffering from inflation at the moment......""",0,0,#VALUE!
b'TOP WRAP 9-Ukraine claims control over Kyiv region as Russia looks east https://t.co/h7X08zGhJs',0,0,https://t.co/h7X08zGhJs
"b""@ergosum79 @GramlWalter @anders_aslund Every country has Nazi groups.  However, Neo-nazis don't run Russia's military like they do in Ukraine.  \n\nWorse yet, CIA is rewarding them for their Nazi behavior.\n\nWhy do you support Nazis?\nhttps://t.co/teVgfsnImp""",0,0,https://t.co/teVgfsnImp
b'@Jim_Jordan Didn\xe2\x80\x99t you also call Trump a \xe2\x80\x9cGreat American\xe2\x80\x9d when he refused to send approved money to Ukraine to defend themselves against Russia in the FIRST impeachment? Didn\xe2\x80\x99t you try to pretend Ukraine hacked our database NOT Russia even though intelligence said otherwise?',1,1,#VALUE!
b'@BoulderLeah20 @diangelo007 @andymok \xe2\x80\x9cRussia did not invade Ukraine.\xe2\x80\x9d Got it.',0,0,#VALUE!
"b'@FritzyLane @MattFor87404375 @activeasian Vladimir Putin\xe2\x80\x99s personal ambitions  are the reason Russia \xe2\x80\x9cmoved on Ukraine.\xe2\x80\x9d And the entire world agrees, aside from the Russian pawns and propagandists and you.'",1,1,#VALUE!
"b'Nearly 300 civilians are buried in a &amp;quot;mass grave&amp;quot; in Bucha, AFP reported, citing the mayor #Ukraine #UkraineWar #Russia #UkraineInvasion'",1,0,#VALUE!
